DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,DAILY_UNIT_PRICE,AVG_UNIT_PRICE,GROSS_PROFIT,DAILY_GROSS_PROFIT_PCT,GROSS_PROFIT_PER_UNIT
10/6/2014,188334.52120,195254.78100,5857,32.15545863070,37.07285158158657,-6920.25980,-3.67445105400,-1.18153658870
10/6/2015,71199.58840,68669.39496,1694,42.03045360094,37.07285158158657,2530.19344,3.55366301500,1.49362068477
10/6/2016,252458.26220,261502.38180,7190,35.11241477051,37.07285158158657,-9044.11960,-3.58242171200,-1.25787477051
10/7/2014,103998.55970,101270.97110,2968,35.03994599057,37.07285158158657,2727.58860,2.62271766800,0.91899885445
10/7/2015,125983.15180,127884.58720,3195,39.43134641628,37.07285158158657,-1901.43540,-1.50927752900,-0.59512845070
10/7/2016,39809.55909,34091.56966,946,42.08198635307,37.07285158158657,5717.98943,14.36335784800,6.04438628964
10/8/2014,195866.77300,203331.43480,6032,32.47128199602,37.07285158158657,-7464.66180,-3.81109143000,-1.23751024536
10/8/2015,69968.07770,72665.72553,1812,38.61372941501,37.07285158158657,-2697.64783,-3.85554086800,-1.48876811810
10/8/2016,146811.45510,155135.62910,4282,34.28572048108,37.07285158158657,-8324.17400,-5.66997581600,-1.94399205979
10/9/2014,78736.40284,77071.54271,2247,35.04067772141,37.07285158158657,1664.86013,2.11447319100,0.74092573654
10/9/2015,48406.78715,45316.54273,1232,39.29122333604,37.07285158158657,3090.24442,6.38390730300,2.50831527597
10/9/2016,85070.23489,76591.85292,2108,40.35589890417,37.07285158158657,8478.38197,9.96633191500,4.02200283207
11/1/2014,146571.48240,143179.67000,4297,34.11018906214,37.07285158158657,3391.81240,2.31410117700,0.78934428671
11/1/2015,69597.36735,71051.36350,1690,41.18187417160,37.07285158158657,-1453.99615,-2.08915395100,-0.86035275148
11/1/2016,121373.06820,112550.43230,2949,41.15736459817,37.07285158158657,8822.63590,7.26902271700,2.99173818243
11/10/2014,138038.23980,131192.31680,3758,36.73183602980,37.07285158158657,6845.92300,4.95943950700,1.82169318787
11/10/2015,57413.41048,55617.58464,1456,39.43228741758,37.07285158158657,1795.82584,3.12788567200,1.23339686813
11/10/2016,36113.93487,31885.28845,896,40.30573088170,37.07285158158657,4228.64642,11.70918216300,4.71947145089
11/11/2014,56303.36657,54996.86661,1497,37.61079931196,37.07285158158657,1306.49996,2.32046508000,0.87274546426
11/11/2015,147893.94150,161665.60060,4216,35.07920813567,37.07285158158657,-13771.65910,-9.31184804500,-3.26652255693
11/11/2016,160938.60160,152555.41730,3748,42.93986168623,37.07285158158657,8383.18430,5.20893323100,2.23670872465
11/12/2014,158603.35700,171692.99360,4157,38.15332138561,37.07285158158657,-13089.63660,-8.25306402600,-3.14881804186
11/12/2015,229672.25630,237672.01640,6227,36.88329152080,37.07285158158657,-7999.76010,-3.48311991600,-1.28468927252
11/2/2014,135498.74640,139824.16160,4172,32.47812713327,37.07285158158657,-4325.41520,-3.19221787300,-1.03677257910
11/2/2015,162162.10350,173661.82780,4299,37.72088939288,37.07285158158657,-11499.72430,-7.09149921700,-2.67497657595
11/2/2016,64034.94046,55491.33853,1525,41.99012489180,37.07285158158657,8543.60193,13.34209397000,5.60236192131
11/3/2014,187143.01810,191499.04280,5737,32.62036222765,37.07285158158657,-4356.02470,-2.32764478400,-0.75928616001
11/3/2015,57063.98412,56638.28137,1386,41.17170571429,37.07285158158657,425.70275,0.74600951300,0.30714484127
11/3/2016,77997.04501,73051.67554,1855,42.04692453369,37.07285158158657,4945.36947,6.34045747400,2.66596736927
11/4/2014,318949.81710,326322.52600,9573,33.31764515826,37.07285158158657,-7372.70890,-2.31155765100,-0.77015657579
11/4/2015,126507.80090,126043.76920,3072,41.18092477214,37.07285158158657,464.03170,0.36680085900,0.15105198568
11/4/2016,131170.59690,142022.81260,3713,35.32738941557,37.07285158158657,-10852.21570,-8.27336000300,-2.92276210611
11/5/2014,200407.27710,215907.82490,6173,32.46513479670,37.07285158158657,-15500.54780,-7.73452342900,-2.51102345699
11/5/2015,198442.91270,213676.42840,5257,37.74831894617,37.07285158158657,-15233.51570,-7.67652293200,-2.89775836028
11/5/2016,35014.39948,30393.74012,832,42.08461475962,37.07285158158657,4620.65936,13.19645468300,5.55367711538
11/6/2014,174324.99480,180978.60100,5429,32.10996404494,37.07285158158657,-6653.60620,-3.81678267500,-1.22556754467
11/6/2015,68988.34667,66539.16520,1642,42.01482744823,37.07285158158657,2449.18147,3.55013794100,1.49158433009
11/6/2016,293917.85250,311853.52050,8577,34.26814183281,37.07285158158657,-17935.66800,-6.10227240300,-2.09113536201
11/7/2014,134018.08930,130633.26270,3825,35.03740896732,37.07285158158657,3384.82660,2.52564905100,0.88492198693
11/7/2015,142378.18400,143924.56510,3595,39.60450180807,37.07285158158657,-1546.38110,-1.08610817800,-0.43014773296
11/7/2016,45839.23877,39231.19537,1090,42.05434749541,37.07285158158657,6608.04340,14.41569183400,6.06242513761
11/8/2014,232347.35320,241134.52780,7158,32.45981464096,37.07285158158657,-8787.17460,-3.78191293300,-1.22760192791
11/8/2015,60187.14905,62538.49328,1563,38.50745300704,37.07285158158657,-2351.34423,-3.90672139700,-1.50437890595
11/8/2016,99867.32962,103826.70140,2867,34.83339017091,37.07285158158657,-3959.37178,-3.96463167200,-1.38101561911
11/9/2014,70875.11067,69489.36085,2023,35.03465678201,37.07285158158657,1385.74982,1.95519951500,0.68499743945
11/9/2015,85940.02694,81559.84562,2194,39.17047718323,37.07285158158657,4380.18132,5.09678839500,1.99643633546
11/9/2016,48831.66611,44014.23202,1211,40.32342370768,37.07285158158657,4817.43409,9.86538955900,3.97806283237
12/1/2014,95422.37298,93126.14724,2796,34.12817345494,37.07285158158657,2296.22574,2.40638088100,0.82125384120
12/1/2015,84738.29441,86467.53775,2058,41.17507017007,37.07285158158657,-1729.24334,-2.04068697900,-0.84025429543
12/1/2016,99445.55710,92226.51810,2417,41.14421063302,37.07285158158657,7219.03900,7.25928760500,2.98677658254
12/10/2014,61037.56223,57992.34151,1661,36.74747876580,37.07285158158657,3045.22072,4.98909296000,1.83336587598
12/10/2015,57749.13694,55933.00858,1465,39.41920610239,37.07285158158657,1816.12836,3.14485801200,1.23967806143
12/10/2016,31023.35977,27817.64247,768,40.39499970052,37.07285158158657,3205.71730,10.33323703100,4.17411106771
12/11/2014,49436.81586,48289.89228,1314,37.62314753425,37.07285158158657,1146.92358,2.31997866400,0.87284899543
12/11/2015,140238.39050,153481.45340,4000,35.05959762500,37.07285158158657,-13243.06290,-9.44325077700,-3.31076572500
12/11/2016,164998.84460,156263.14950,3843,42.93490621910,37.07285158158657,8735.69510,5.29439774000,2.27314470466
12/12/2014,279092.09600,301236.10990,7259,38.44773329660,37.07285158158657,-22144.01390,-7.93430348500,-3.05055984295
12/12/2015,333488.79790,359621.07490,9422,35.39469304819,37.07285158158657,-26132.27700,-7.83602842600,-2.77353820845
12/2/2014,163432.84520,166893.36890,5037,32.44646519754,37.07285158158657,-3460.52370,-2.11739794200,-0.68702078618
12/2/2015,138520.12680,147756.34280,3674,37.70281077844,37.07285158158657,-9236.21600,-6.66777905400,-2.51394011976
12/2/2016,148839.97490,129583.49210,3542,42.02144971767,37.07285158158657,19256.48280,12.93770898100,5.43661287408
12/3/2014,191700.38910,197153.42400,5903,32.47507862104,37.07285158158657,-5453.03490,-2.84456120600,-0.92377348806
12/3/2015,48008.48284,47681.67208,1166,41.17365595197,37.07285158158657,326.81076,0.68073544600,0.28028367067
12/3/2016,79752.28268,74962.81640,1897,42.04126656827,37.07285158158657,4789.46628,6.00542845800,2.52475818661
12/4/2014,375031.10930,383727.19400,11250,33.33609860444,37.07285158158657,-8696.08470,-2.31876356000,-0.77298530667
12/4/2015,79648.62939,79349.40245,1934,41.18336576525,37.07285158158657,299.22694,0.37568372800,0.15471920372
12/4/2016,123179.48940,132714.96020,3504,35.15396386986,37.07285158158657,-9535.47080,-7.74111895300,-2.72131015982
12/5/2014,183413.70830,197835.49510,5653,32.44537560587,37.07285158158657,-14421.78680,-7.86298196200,-2.55117403149
12/5/2015,193182.15060,208039.17340,5118,37.74563317702,37.07285158158657,-14857.02280,-7.69068092200,-2.90289620946
12/5/2016,27210.40663,23570.15916,647,42.05626990726,37.07285158158657,3640.24747,13.37814432400,5.62634848532
12/6/2014,200271.56430,207757.70300,6232,32.13600197368,37.07285158158657,-7486.13870,-3.73799382200,-1.20124176829
12/6/2015,155156.87920,149423.24360,3690,42.04793474255,37.07285158158657,5733.63560,3.69537956000,1.55383078591
12/6/2016,138350.12180,143346.67460,3943,35.08752772001,37.07285158158657,-4996.55280,-3.61152757600,-1.26719573928
12/7/2014,99277.29950,96688.49781,2833,35.04316960819,37.07285158158657,2588.80169,2.60764716900,0.91380222026
12/7/2015,57427.68071,58723.04053,1467,39.14633995228,37.07285158158657,-1295.35982,-2.25563666200,-0.88299919564
12/7/2016,36851.76375,31574.32547,876,42.06822345890,37.07285158158657,5277.43828,14.32072102700,6.02447292237
12/8/2014,190325.18110,197438.11160,5863,32.46208103360,37.07285158158657,-7112.93050,-3.73725140300,-1.21318957871
12/8/2015,44698.70075,46849.56715,1171,38.17139261315,37.07285158158657,-2150.86640,-4.81192151900,-1.83677745517
12/8/2016,210664.86280,220379.27670,6082,34.63743222624,37.07285158158657,-9714.41390,-4.61131190600,-1.59724003617
12/9/2014,148634.39140,145956.13970,4242,35.03875327676,37.07285158158657,2678.25170,1.80190578700,0.63136532296
12/9/2015,57381.75145,54340.89151,1469,39.06177770592,37.07285158158657,3040.85994,5.29935016500,2.07002038121
12/9/2016,52075.15718,46884.14251,1291,40.33706985283,37.07285158158657,5191.01467,9.96831301400,4.02092538342
13/1/2014,114883.17380,112186.30870,3369,34.10008127041,37.07285158158657,2696.86510,2.34748485000,0.80049424161
13/1/2015,64653.97214,65980.42209,1570,41.18087397452,37.07285158158657,-1326.44995,-2.05161400900,-0.84487257962
13/1/2016,67587.54693,62760.35683,1644,41.11164655109,37.07285158158657,4827.19010,7.14212945900,2.93624701946
13/10/2014,86799.75945,82392.33326,2360,36.77955908898,37.07285158158657,4407.42619,5.07769401400,1.86755347034
13/10/2015,40140.82003,38881.08844,1018,39.43106093320,37.07285158158657,1259.73159,3.13828065600,1.23745735756
13/10/2016,22334.21253,19704.09315,521,42.86797030710,37.07285158158657,2630.11938,11.77619034700,5.04821378119
13/11/2014,55033.12240,53997.21887,1466,37.53964693042,37.07285158158657,1035.90353,1.88232737800,0.70661905184
13/11/2015,358183.77400,391310.32070,10204,35.10229067033,37.07285158158657,-33126.54670,-9.24847776600,-3.24642754802
13/11/2016,97946.78305,93112.60891,2281,42.94028191583,37.07285158158657,4834.17414,4.93551088600,2.11932228847
13/12/2014,369350.98950,402564.67860,9654,38.25885534493,37.07285158158657,-33213.68910,-8.99244622200,-3.44040699192
13/12/2015,185422.88560,191390.40130,5014,36.98103023534,37.07285158158657,-5967.51570,-3.21832749000,-1.19017066215
13/2/2014,138291.63330,141027.43450,4259,32.47044688894,37.07285158158657,-2735.80120,-1.97828396000,-0.64235764264
13/2/2015,358597.42850,382447.08040,9505,37.72724129406,37.07285158158657,-23849.65190,-6.65081509400,-2.50916905839
13/2/2016,172541.50790,150538.98370,4105,42.03203602923,37.07285158158657,22002.52420,12.75201803200,5.35993281364
13/3/2014,164663.96760,168975.17400,5056,32.56803156646,37.07285158158657,-4311.20640,-2.61818445300,-0.85269113924
13/3/2015,117446.83910,116681.14160,2853,41.16608450754,37.07285158158657,765.69750,0.65195241200,0.26838328076
13/3/2016,37155.58848,34962.83050,883,42.07880915062,37.07285158158657,2192.75798,5.90155632000,2.48330462061
13/4/2014,166393.54070,170061.86410,4990,33.34539893788,37.07285158158657,-3668.32340,-2.20460685200,-0.73513494990
13/4/2015,83137.43243,82700.35417,2019,41.17752968301,37.07285158158657,437.07826,0.52572980300,0.21648254581
13/4/2016,124431.04640,132889.05690,3534,35.20969054895,37.07285158158657,-8458.01050,-6.79734740200,-2.39332498585
13/5/2014,146166.60110,157693.18930,4503,32.45982702643,37.07285158158657,-11526.58820,-7.88592476900,-2.55975753942
13/5/2015,166403.12700,179221.57230,4410,37.73313537415,37.07285158158657,-12818.44530,-7.70324784800,-2.90667693878
13/5/2016,79840.08825,69078.71414,1898,42.06537842466,37.07285158158657,10761.37411,13.47866008900,5.66984937302
13/6/2014,468701.63020,486180.54440,14585,32.13586768598,37.07285158158657,-17478.91420,-3.72921984300,-1.19841715461
13/6/2015,185109.52310,178347.36940,4404,42.03213512716,37.07285158158657,6762.15370,3.65305554600,1.53545724342
13/6/2016,130067.27560,134950.56650,3707,35.08693703804,37.07285158158657,-4883.29090,-3.75443467800,-1.31731613164
13/7/2014,49705.23200,48370.30899,1419,35.02835236082,37.07285158158657,1334.92301,2.68567906500,0.94074912615
13/7/2015,63331.33100,64690.05907,1610,39.33623043478,37.07285158158657,-1358.72807,-2.14542794000,-0.84393047826
13/7/2016,33225.67047,28489.08140,790,42.05781072152,37.07285158158657,4736.58907,14.25581185600,5.99568236709
13/8/2014,197698.11860,205114.12890,6092,32.45208775443,37.07285158158657,-7416.01030,-3.75117899600,-1.21733589954
13/8/2015,39463.40906,41414.41837,1035,38.12889764251,37.07285158158657,-1951.00931,-4.94384382000,-1.88503314976
13/8/2016,266271.03910,281658.41830,7771,34.26470712907,37.07285158158657,-15387.37920,-5.77884070800,-1.98010284391
13/9/2014,171724.82880,168652.20360,4901,35.03873266680,37.07285158158657,3072.62520,1.78927253600,0.62693842073
13/9/2015,32479.79639,30763.68812,829,39.17948901086,37.07285158158657,1716.10827,5.28361769700,2.07009441496
13/9/2016,30424.72626,27398.58813,755,40.29765067550,37.07285158158657,3026.13813,9.94631177300,4.00812997351
14/1/2014,80090.80008,78096.76018,2348,34.11022149915,37.07285158158657,1994.03990,2.48972403600,0.84925038330
14/1/2015,59553.38603,60703.35603,1446,41.18491426694,37.07285158158657,-1149.97000,-1.93099011900,-0.79527662517
14/1/2016,61685.93524,57191.43932,1499,41.15139108739,37.07285158158657,4494.49592,7.28609512400,2.99832949967
14/10/2014,69570.50147,66313.94098,1894,36.73204935058,37.07285158158657,3256.56049,4.68095014600,1.71940891763
14/10/2015,42195.81736,40869.24947,1070,39.43534332710,37.07285158158657,1326.56789,3.14383740600,1.23978307477
14/10/2016,69440.92880,62070.75118,1618,42.91775574784,37.07285158158657,7370.17762,10.61359308900,4.55511595797
14/11/2014,149808.16590,146994.89550,3984,37.60245128012,37.07285158158657,2813.27040,1.87791525500,0.70614216867
14/11/2015,377937.13870,413010.22900,10769,35.09491491318,37.07285158158657,-35073.09030,-9.28013860200,-3.25685674622
14/11/2016,87834.25368,83068.26903,2046,42.92974275660,37.07285158158657,4765.98465,5.42611162500,2.32941576246
14/12/2014,177500.10770,192327.32070,4632,38.32040321675,37.07285158158657,-14827.21300,-8.35335436800,-3.20103907599
14/12/2015,173833.13320,179871.05330,4715,36.86810884411,37.07285158158657,-6037.92010,-3.47340003000,-1.28057690350
14/2/2014,336901.37170,343519.87550,10381,32.45365299104,37.07285158158657,-6618.50380,-1.96452266300,-0.63755936808
14/2/2015,424009.88250,451548.02760,11237,37.73337033906,37.07285158158657,-27538.14510,-6.49469416600,-2.45066700187
14/2/2016,87991.66300,76378.50464,2094,42.02085148042,37.07285158158657,11613.15836,13.19802122600,5.54592089780
14/3/2014,395941.34510,406765.91400,12167,32.54223268678,37.07285158158657,-10824.56890,-2.73388193300,-0.88966622010
14/3/2015,150591.54790,149573.82760,3657,41.17898493301,37.07285158158657,1017.72030,0.67581502000,0.27829376538
14/3/2016,45046.51321,42368.04535,1071,42.06023642390,37.07285158158657,2678.46786,5.94600485000,2.50090369748
14/4/2014,193652.32780,198212.06870,5810,33.33086537005,37.07285158158657,-4559.74090,-2.35460164700,-0.78480910499
14/4/2015,40776.02706,39940.19958,979,41.65069158325,37.07285158158657,835.82748,2.04980117100,0.85375636364
14/4/2016,162166.83600,172225.65270,4601,35.24599782656,37.07285158158657,-10058.81670,-6.20275818900,-2.18622401652
14/5/2014,201120.72760,218098.76190,6253,32.16387775468,37.07285158158657,-16978.03430,-8.44171284700,-2.71518220054
14/5/2015,149178.60150,160620.20710,3952,37.74762183704,37.07285158158657,-11441.60560,-7.66973646700,-2.89514311741
14/5/2016,82484.44829,71426.01164,1961,42.06244175931,37.07285158158657,11058.43665,13.40669287300,5.63918238144
14/6/2014,473425.75420,492135.29230,14745,32.10754521533,37.07285158158657,-18709.53810,-3.95194767800,-1.26887338759
14/6/2015,83779.54401,80659.82181,1992,42.05800402108,37.07285158158657,3119.72220,3.72372783500,1.56612560241
14/6/2016,107168.66110,111173.15850,3054,35.09124462999,37.07285158158657,-4004.49740,-3.73663098800,-1.31123032089
14/7/2014,75384.57455,73393.44659,2151,35.04629221292,37.07285158158657,1991.12796,2.64129362300,0.92567548117
14/7/2015,51241.02855,52509.91622,1307,39.20507157613,37.07285158158657,-1268.88767,-2.47631186600,-0.97083983933
14/7/2016,30423.39146,26053.79672,723,42.07937961272,37.07285158158657,4369.59474,14.36261550800,6.04369950207
14/8/2014,177908.83560,184687.52910,5485,32.43552153145,37.07285158158657,-6778.69350,-3.81020620900,-1.23586025524
14/8/2015,85794.09690,89898.89423,2247,38.18161855808,37.07285158158657,-4104.79733,-4.78447524800,-1.82679008901
14/8/2016,123084.03910,129601.52720,3576,34.41947402125,37.07285158158657,-6517.48810,-5.29515292800,-1.82256378635
14/9/2014,86435.69883,84948.37458,2467,35.03676482773,37.07285158158657,1487.32425,1.72072913200,0.60288781921
14/9/2015,52160.18393,49656.00775,1329,39.24769294959,37.07285158158657,2504.17618,4.80093433600,1.88425596689
14/9/2016,20495.11303,18375.05261,508,40.34471068898,37.07285158158657,2120.06042,10.34422409300,4.17334728346
15/1/2014,98945.37116,97159.00259,2903,34.08383436445,37.07285158158657,1786.36857,1.80540893300,0.61535259042
15/1/2015,79080.75696,80337.74831,1921,41.16645338886,37.07285158158657,-1256.99135,-1.58950343700,-0.65434219157
15/1/2016,150006.92980,139244.89580,3648,41.12032066886,37.07285158158657,10762.03400,7.17435788800,2.95011896930
15/10/2014,130476.35530,124398.43160,3548,36.77462099775,37.07285158158657,6077.92370,4.65825680500,1.71305628523
15/10/2015,53490.79747,51799.16590,1357,39.41842112749,37.07285158158657,1691.63157,3.16247214500,1.24659658806
15/10/2016,92159.02979,83371.81702,2147,42.92455975314,37.07285158158657,8787.21277,9.53483645600,4.09278657196
15/11/2014,180685.51070,176898.27780,4802,37.62713675552,37.07285158158657,3787.23290,2.09603575000,0.78867823823
15/11/2015,168729.96240,184673.48850,4803,35.13011917552,37.07285158158657,-15943.52610,-9.44913747000,-3.31949325422
15/11/2016,95509.13498,88104.20453,2181,43.79144198991,37.07285158158657,7404.93045,7.75311225600,3.39519965612
15/12/2014,282246.62870,304489.63830,7341,38.44798102438,37.07285158158657,-22243.00960,-7.88069983400,-3.02996997684
15/12/2015,220271.72140,237123.34330,6212,35.45906654862,37.07285158158657,-16851.62190,-7.65037917400,-2.71275304250
15/2/2014,367729.26820,373973.59330,11332,32.45051784328,37.07285158158657,-6244.32510,-1.69807672100,-0.55103468938
15/2/2015,203861.47240,217065.61520,5406,37.71022426933,37.07285158158657,-13204.14280,-6.47701728300,-2.44249774325
15/2/2016,123445.38160,108669.22540,2940,41.98822503401,37.07285158158657,14776.15620,11.96979263900,5.02590346939
15/3/2014,518183.21040,534383.14310,15971,32.44525767954,37.07285158158657,-16199.93270,-3.12629440200,-1.01433427462
15/3/2015,67152.47495,66802.98322,1631,41.17257814224,37.07285158158657,349.49173,0.52044504700,0.21428064378
15/3/2016,55489.33276,52263.05699,1320,42.03737330303,37.07285158158657,3226.27577,5.81422700500,2.44414831061
15/4/2014,249805.51720,255956.65400,7497,33.32073058557,37.07285158158657,-6151.13680,-2.46237027500,-0.82047976524
15/4/2015,58278.45793,56969.92259,1398,41.68702283977,37.07285158158657,1308.53534,2.24531565600,0.93600525036
15/4/2016,354042.02320,373200.30600,10045,35.24559713290,37.07285158158657,-19158.28280,-5.41130192000,-1.90724567446
15/5/2014,270123.55080,289864.79850,8408,32.12696845861,37.07285158158657,-19741.24770,-7.30822900900,-2.34791242864
15/5/2015,380592.57760,409812.43270,10084,37.74222308608,37.07285158158657,-29219.85510,-7.67746320300,-2.89764528957
15/5/2016,51497.23734,44611.93968,1224,42.07290632353,37.07285158158657,6885.29766,13.37022725000,5.62524318627
15/6/2014,224232.12140,233554.03220,6991,32.07439871263,37.07285158158657,-9321.91080,-4.15725933500,-1.33341593477
15/6/2015,149501.57450,143962.87190,3557,42.03024304189,37.07285158158657,5538.70260,3.70477877500,1.55712752319
